id,type,possession_team_id,desc_home,desc_away,direction,quarter,game_clock,shot_clock,event_type,game_id,event_moment.quarter,event_moment.game_clock,event_moment.shot_clock,event_moment.ball_coordinates.x,event_moment.ball_coordinates.y,event_moment.ball_coordinates.z,event_moment.ball_coordinates.speed,event_moment.ball_coordinates.dir_x,event_moment.ball_coordinates.dir_y,event_moment.player_coordinates,event_team,made_shot_after
252,5,1610612752.0,Neto STEAL (1 STL),Anthony Bad Pass Turnover (P4.T7),left,3,532.7,15.3,turnover,0021500327,3.0,532.7,15.3,19.98584,16.883710000000008,4.87101,1.8093834758002556,-0.020587122905793048,-0.9997880627265271,"[{'teamid': 1610612762, 'playerid': 202330, 'x': 8.059449999999998, 'y': 32.34235, 'z': 0.0, 'speed': np.float64(10.949189382095955), 'dir_x': np.float64(0.3493637626046448), 'dir_y': np.float64(0.9369871724728815)}, {'teamid': 1610612762, 'playerid': 202324, 'x': 24.54472, 'y': 15.695530000000005, 'z': 0.0, 'speed': np.float64(8.578903659559623), 'dir_x': np.float64(0.18673714772573272), 'dir_y': np.float64(0.9824099132537588)}, {'teamid': 1610612762, 'playerid': 203918, 'x': 32.135760000000005, 'y': 22.650869999999998, 'z': 0.0, 'speed': np.float64(12.70409328228495), 'dir_x': np.float64(-0.1523721494314824), 'dir_y': np.float64(0.9883231900940248)}, {'teamid': 1610612762, 'playerid': 203526, 'x': 20.19665, 'y': 17.82396, 'z': 0.0, 'speed': np.float64(6.383221135327964), 'dir_x': np.float64(0.04413915702226482), 'dir_y': np.float64(-0.9990253924787718)}, {'teamid': 1610612762, 'playerid': 1626168, 'x': 3.752600000000001, 'y': 30.58, 'z': 0.0, 'speed': np.float64(10.08059910173995), 'dir_x': np.float64(0.13079579762004642), 'dir_y': np.float64(0.9914093298557038)}, {'teamid': 1610612752, 'playerid': 2546, 'x': 3.3012799999999984, 'y': 34.67371, 'z': 0.0, 'speed': np.float64(12.367206763251001), 'dir_x': np.float64(0.24389096565949647), 'dir_y': np.float64(0.9698026587247935)}, {'teamid': 1610612752, 'playerid': 201167, 'x': 47.4321, 'y': 6.756060000000005, 'z': 0.0, 'speed': np.float64(1.2929804716237143), 'dir_x': np.float64(-0.7683797410740612), 'dir_y': np.float64(0.6399941980260123)}, {'teamid': 1610612752, 'playerid': 101181, 'x': 40.20556, 'y': 30.911100000000005, 'z': 0.0, 'speed': np.float64(10.38564240309682), 'dir_x': np.float64(-0.32961369813572955), 'dir_y': np.float64(0.9441158880144366)}, {'teamid': 1610612752, 'playerid': 201577, 'x': 34.77485, 'y': 13.477050000000006, 'z': 0.0, 'speed': np.float64(3.8836156236811004), 'dir_x': np.float64(-0.8109710911644481), 'dir_y': np.float64(0.5850862238128194)}, {'teamid': 1610612752, 'playerid': 204001, 'x': 17.66221, 'y': 23.655110000000008, 'z': 0.0, 'speed': np.float64(9.618089808402939), 'dir_x': np.float64(-0.4864791339245047), 'dir_y': np.float64(0.8736921953732125)}]",1610612752.0,False
273,5,1610612762.0,Lyles Lost Ball Turnover (P1.T3),Anthony STEAL (1 STL),right,3,425.8,22.46,turnover,0021500327,3.0,425.8,22.46,29.06172,56.23947,1.50233,2.8135672197409587,0.6431337368817731,-0.7657538746127805,"[{'teamid': 1610612762, 'playerid': 202330, 'x': 28.61257, 'y': 51.51172, 'z': 0.0, 'speed': np.float64(7.302917909986453), 'dir_x': np.float64(0.9786499161146008), 'dir_y': np.float64(-0.20553428348790015)}, {'teamid': 1610612762, 'playerid': 202324, 'x': 19.74361, 'y': 58.77911, 'z': 0.0, 'speed': np.float64(18.311820139257048), 'dir_x': np.float64(-0.007891077943156891), 'dir_y': np.float64(-0.9999688649597521)}, {'teamid': 1610612762, 'playerid': 203918, 'x': 16.92423, 'y': 47.75217, 'z': 0.0, 'speed': np.float64(14.417852444972503), 'dir_x': np.float64(0.30578409765438486), 'dir_y': np.float64(-0.952100879960571)}, {'teamid': 1610612762, 'playerid': 203526, 'x': 35.71868, 'y': 39.61313, 'z': 0.0, 'speed': np.float64(13.799422734756003), 'dir_x': np.float64(0.12380952687947265), 'dir_y': np.float64(-0.9923060017221912)}, {'teamid': 1610612762, 'playerid': 1626168, 'x': 19.2264, 'y': 78.1181, 'z': 0.0, 'speed': np.float64(11.787025496812094), 'dir_x': np.float64(0.05005503722373527), 'dir_y': np.float64(-0.998746460944183)}, {'teamid': 1610612752, 'playerid': 2546, 'x': 37.5512, 'y': 58.48749, 'z': 0.0, 'speed': np.float64(18.614904258751817), 'dir_x': np.float64(0.2739068613583006), 'dir_y': np.float64(-0.9617562223873807)}, {'teamid': 1610612752, 'playerid': 2756, 'x': 28.16807, 'y': 54.97692, 'z': 0.0, 'speed': np.float64(12.997800460558711), 'dir_x': np.float64(0.8162534909036396), 'dir_y': np.float64(-0.5776938969624156)}, {'teamid': 1610612752, 'playerid': 101181, 'x': 44.04465, 'y': 45.0133, 'z': 0.0, 'speed': np.float64(20.137115814150192), 'dir_x': np.float64(0.19375912797096115), 'dir_y': np.float64(-0.9810491324739719)}, {'teamid': 1610612752, 'playerid': 202498, 'x': 31.53389, 'y': 53.93293, 'z': 0.0, 'speed': np.float64(10.681150795326364), 'dir_x': np.float64(0.3308164136720273), 'dir_y': np.float64(-0.9436951310911688)}, {'teamid': 1610612752, 'playerid': 201577, 'x': 16.76177, 'y': 79.98308, 'z': 0.0, 'speed': np.float64(5.8600822359842635), 'dir_x': np.float64(0.24683953940400555), 'dir_y': np.float64(-0.9690563666716289)}]",1610612762.0,False
312,5,1610612762.0,Hayward Bad Pass Turnover (P1.T4),Vujacic STEAL (1 STL),right,3,289.67,21.97,turnover,0021500327,3.0,289.67,21.97,18.525,82.08469,2.53044,2.53407099594679,-0.02545311481138922,0.999676016990704,"[{'teamid': 1610612762, 'playerid': 202344, 'x': 19.61173, 'y': 81.19531, 'z': 0.0, 'speed': np.float64(9.698650196032569), 'dir_x': np.float64(0.698679699033998), 'dir_y': np.float64(0.7154346078837407)}, {'teamid': 1610612762, 'playerid': 202330, 'x': 15.46595, 'y': 91.35558, 'z': 0.0, 'speed': np.float64(7.063163048521634), 'dir_x': np.float64(0.8518138344915103), 'dir_y': np.float64(0.5238446252171246)}, {'teamid': 1610612762, 'playerid': 202324, 'x': 33.38954, 'y': 75.41302, 'z': 0.0, 'speed': np.float64(6.597759354508331), 'dir_x': np.float64(0.008866646516888066), 'dir_y': np.float64(0.9999606905171546)}, {'teamid': 1610612762, 'playerid': 202692, 'x': 6.833689999999997, 'y': 67.09014, 'z': 0.0, 'speed': np.float64(7.117165315278025), 'dir_x': np.float64(0.715348003659659), 'dir_y': np.float64(-0.6987683691039115)}, {'teamid': 1610612762, 'playerid': 203504, 'x': 47.91646, 'y': 81.57477, 'z': 0.0, 'speed': np.float64(7.546036513461693), 'dir_x': np.float64(-0.07593390238409001), 'dir_y': np.float64(-0.997112853426694)}, {'teamid': 1610612752, 'playerid': 2756, 'x': 16.333930000000002, 'y': 80.79633, 'z': 0.0, 'speed': np.float64(10.097415226185403), 'dir_x': np.float64(0.8647757673028544), 'dir_y': np.float64(0.5021582143963785)}, {'teamid': 1610612752, 'playerid': 202498, 'x': 13.551009999999998, 'y': 86.61068, 'z': 0.0, 'speed': np.float64(10.331402001301505), 'dir_x': np.float64(0.8287597364734538), 'dir_y': np.float64(-0.5596045918328865)}, {'teamid': 1610612752, 'playerid': 203124, 'x': 26.01386, 'y': 84.45136, 'z': 0.0, 'speed': np.float64(6.4499288755767585), 'dir_x': np.float64(-0.9591578634960999), 'dir_y': np.float64(0.2828713362884215)}, {'teamid': 1610612752, 'playerid': 202682, 'x': 17.494079999999997, 'y': 89.0896, 'z': 0.0, 'speed': np.float64(5.172925338964245), 'dir_x': np.float64(0.7359955442082895), 'dir_y': np.float64(0.6769863801477425)}, {'teamid': 1610612752, 'playerid': 204038, 'x': 36.71631, 'y': 87.96912, 'z': 0.0, 'speed': np.float64(1.8792649660173024), 'dir_x': np.float64(-0.9006180770702822), 'dir_y': np.float64(-0.43461141178554785)}]",1610612762.0,False
325,5,1610612762.0,Burks Lost Ball Turnover (P1.T6),O'Quinn STEAL (1 STL),right,3,212.19,14.76,turnover,0021500327,3.0,212.19,14.76,14.461680000000001,80.02175,4.13217,1.714998633381415,-0.9774060266713044,0.2113704308237397,"[{'teamid': 1610612762, 'playerid': 202344, 'x': 22.97051, 'y': 82.00953, 'z': 0.0, 'speed': np.float64(4.308170297527822), 'dir_x': np.float64(-0.1261556443838398), 'dir_y': np.float64(-0.9920104603229233)}, {'teamid': 1610612762, 'playerid': 202330, 'x': 22.24628, 'y': 65.26706, 'z': 0.0, 'speed': np.float64(7.285803082879642), 'dir_x': np.float64(-0.49538121727186896), 'dir_y': np.float64(-0.8686756872240878)}, {'teamid': 1610612762, 'playerid': 202324, 'x': 31.00221, 'y': 77.60363, 'z': 0.0, 'speed': np.float64(5.333144270737446), 'dir_x': np.float64(0.227539316095094), 'dir_y': np.float64(-0.9737688943640461)}, {'teamid': 1610612762, 'playerid': 202692, 'x': 22.24186, 'y': 73.57119, 'z': 0.0, 'speed': np.float64(6.804737320426182), 'dir_x': np.float64(-0.7546213407218512), 'dir_y': np.float64(-0.6561605231398455)}, {'teamid': 1610612762, 'playerid': 203504, 'x': 30.54401, 'y': 67.31282, 'z': 0.0, 'speed': np.float64(6.955488839758002), 'dir_x': np.float64(-0.2514560860198013), 'dir_y': np.float64(-0.9678687084535806)}, {'teamid': 1610612752, 'playerid': 2756, 'x': 20.96976, 'y': 68.74369, 'z': 0.0, 'speed': np.float64(0.7239531234824942), 'dir_x': np.float64(-0.8905963370922686), 'dir_y': np.float64(0.4547946397637446)}, {'teamid': 1610612752, 'playerid': 202498, 'x': 27.82223, 'y': 78.58197, 'z': 0.0, 'speed': np.float64(2.3937609660322785), 'dir_x': np.float64(-0.981300987580856), 'dir_y': np.float64(-0.19247953598457315)}, {'teamid': 1610612752, 'playerid': 203124, 'x': 25.59551, 'y': 77.5901, 'z': 0.0, 'speed': np.float64(7.290830208213595), 'dir_x': np.float64(0.9933368070814677), 'dir_y': np.float64(-0.11524750625152422)}, {'teamid': 1610612752, 'playerid': 202682, 'x': 15.874360000000003, 'y': 80.12453, 'z': 0.0, 'speed': np.float64(12.013893210050652), 'dir_x': np.float64(-0.7494448171444976), 'dir_y': np.float64(-0.6620668138906002)}, {'teamid': 1610612752, 'playerid': 204038, 'x': 27.50786, 'y': 68.7847, 'z': 0.0, 'speed': np.float64(7.335260271455832), 'dir_x': np.float64(-0.7267635779393999), 'dir_y': np.float64(-0.6868876922617858)}]",1610612762.0,False
403,5,1610612762.0,Withey Bad Pass Turnover (P2.T9),Vujacic STEAL (2 STL),right,4,547.5,20.5,turnover,0021500327,4.0,547.5,20.5,9.63868,60.03975,2.82068,2.8425882572051067,0.8822945052429109,0.4706977862898521,"[{'teamid': 1610612762, 'playerid': 202407, 'x': 8.38543, 'y': 83.69756, 'z': 0.0, 'speed': np.float64(4.178123891174179), 'dir_x': np.float64(0.9407332339528758), 'dir_y': np.float64(0.3391474348075834)}, {'teamid': 1610612762, 'playerid': 203481, 'x': 22.07355, 'y': 48.82221, 'z': 0.0, 'speed': np.float64(13.31285709614958), 'dir_x': np.float64(0.2188110319942176), 'dir_y': np.float64(0.9757672531283399)}, {'teamid': 1610612762, 'playerid': 203918, 'x': 36.35486, 'y': 79.4123, 'z': 0.0, 'speed': np.float64(5.404795469071903), 'dir_x': np.float64(-0.7530349711270052), 'dir_y': np.float64(-0.6579804953490266)}, {'teamid': 1610612762, 'playerid': 203504, 'x': 9.093600000000002, 'y': 59.94694, 'z': 0.0, 'speed': np.float64(7.071748378230037), 'dir_x': np.float64(0.5101637964249911), 'dir_y': np.float64(0.8600772644461894)}, {'teamid': 1610612762, 'playerid': 1626168, 'x': 33.491929999999996, 'y': 85.84633, 'z': 0.0, 'speed': np.float64(0.6727979823095326), 'dir_x': np.float64(0.9010877201486002), 'dir_y': np.float64(0.4336368533662678)}, {'teamid': 1610612752, 'playerid': 200811, 'x': 29.52445, 'y': 85.25677, 'z': 0.0, 'speed': np.float64(1.1382489292768974), 'dir_x': np.float64(-0.855041436865843), 'dir_y': np.float64(0.5185596795378471)}, {'teamid': 1610612752, 'playerid': 2756, 'x': 34.90007, 'y': 80.35275, 'z': 0.0, 'speed': np.float64(3.921437276369588), 'dir_x': np.float64(-0.6305086185871668), 'dir_y': np.float64(-0.7761822478563284)}, {'teamid': 1610612752, 'playerid': 203124, 'x': 23.19712, 'y': 74.0206, 'z': 0.0, 'speed': np.float64(4.655198089233042), 'dir_x': np.float64(0.2206135980282686), 'dir_y': np.float64(-0.975361287095721)}, {'teamid': 1610612752, 'playerid': 202682, 'x': 10.813699999999997, 'y': 83.27506, 'z': 0.0, 'speed': np.float64(3.4117995618148265), 'dir_x': np.float64(0.7677766388499595), 'dir_y': np.float64(0.6407175921076764)}, {'teamid': 1610612752, 'playerid': 204038, 'x': 13.0957, 'y': 69.07717, 'z': 0.0, 'speed': np.float64(3.747902621800514), 'dir_x': np.float64(0.1867044239436247), 'dir_y': np.float64(0.9824161328479287)}]",1610612762.0,True
414,5,1610612762.0,Burke Bad Pass Turnover (P2.T10),Amundson STEAL (1 STL),right,4,448.25,11.71,turnover,0021500327,4.0,448.25,11.71,40.0142,56.86588,3.41208,2.749949113165613,0.6519211542559586,-0.7582867588409933,"[{'teamid': 1610612762, 'playerid': 202407, 'x': 13.353819999999999, 'y': 77.53751, 'z': 0.0, 'speed': np.float64(1.0869186952113263), 'dir_x': np.float64(-0.6440224122411183), 'dir_y': np.float64(-0.7650066225407014)}, {'teamid': 1610612762, 'playerid': 203481, 'x': 18.13034, 'y': 69.378, 'z': 0.0, 'speed': np.float64(3.7548000029961948), 'dir_x': np.float64(0.030960370700776774), 'dir_y': np.float64(-0.9995206128169996)}, {'teamid': 1610612762, 'playerid': 203918, 'x': 6.582540000000002, 'y': 78.12365, 'z': 0.0, 'speed': np.float64(4.478470532726468), 'dir_x': np.float64(0.19833780160193956), 'dir_y': np.float64(0.9801337237620741)}, {'teamid': 1610612762, 'playerid': 203504, 'x': 35.4628, 'y': 57.52711, 'z': 0.0, 'speed': np.float64(13.37303176405779), 'dir_x': np.float64(0.8396749666130122), 'dir_y': np.float64(-0.5430892656308324)}, {'teamid': 1610612762, 'playerid': 1626168, 'x': 38.44646, 'y': 62.89756, 'z': 0.0, 'speed': np.float64(11.236226791054085), 'dir_x': np.float64(0.4792979084658385), 'dir_y': np.float64(-0.8776522745029905)}, {'teamid': 1610612752, 'playerid': 200811, 'x': 37.34005, 'y': 58.62629, 'z': 0.0, 'speed': np.float64(15.871986456096213), 'dir_x': np.float64(0.6952028361744144), 'dir_y': np.float64(-0.7188136174106959)}, {'teamid': 1610612752, 'playerid': 2756, 'x': 10.393900000000002, 'y': 77.58532, 'z': 0.0, 'speed': np.float64(5.795580282637747), 'dir_x': np.float64(-0.6279353960296876), 'dir_y': np.float64(0.7782654678276811)}, {'teamid': 1610612752, 'playerid': 203124, 'x': 20.59835, 'y': 73.97053, 'z': 0.0, 'speed': np.float64(1.0940907754843665), 'dir_x': np.float64(0.9928335238171663), 'dir_y': np.float64(0.11950562323501043)}, {'teamid': 1610612752, 'playerid': 202682, 'x': 16.25871, 'y': 79.95111, 'z': 0.0, 'speed': np.float64(1.0793081696160671), 'dir_x': np.float64(-0.37222918468493527), 'dir_y': np.float64(-0.9281408481845782)}, {'teamid': 1610612752, 'playerid': 204038, 'x': 30.59769, 'y': 62.26988, 'z': 0.0, 'speed': np.float64(7.927876311629768), 'dir_x': np.float64(0.7614271165084626), 'dir_y': np.float64(-0.6482505273778094)}]",1610612762.0,False
428,5,1610612752.0,Hood STEAL (1 STL),Seraphin Bad Pass Turnover (P2.T9),left,4,407.89,12.89,turnover,0021500327,4.0,407.89,12.89,31.52884,27.972219999999993,0.81265,2.8757848493931517,0.36042334676693616,0.9327888352169106,"[{'teamid': 1610612762, 'playerid': 202407, 'x': 25.60119, 'y': 17.457610000000003, 'z': 0.0, 'speed': np.float64(10.538667112116334), 'dir_x': np.float64(-0.31944267374472163), 'dir_y': np.float64(0.947605602659051)}, {'teamid': 1610612762, 'playerid': 202324, 'x': 32.30852, 'y': 12.202309999999997, 'z': 0.0, 'speed': np.float64(1.4946908752314356), 'dir_x': np.float64(-0.7337637622429042), 'dir_y': np.float64(0.6794046962003859)}, {'teamid': 1610612762, 'playerid': 203918, 'x': 22.48489, 'y': 24.786509999999993, 'z': 0.0, 'speed': np.float64(6.855391842374576), 'dir_x': np.float64(-0.24309332541708178), 'dir_y': np.float64(0.9700029047057874)}, {'teamid': 1610612762, 'playerid': 203504, 'x': 32.674040000000005, 'y': 26.769139999999993, 'z': 0.0, 'speed': np.float64(10.941023746660942), 'dir_x': np.float64(0.217232870984813), 'dir_y': np.float64(0.9761198080992393)}, {'teamid': 1610612762, 'playerid': 1626168, 'x': 15.875349999999997, 'y': 10.995559999999998, 'z': 0.0, 'speed': np.float64(5.716224152576505), 'dir_x': np.float64(-0.2821355420908777), 'dir_y': np.float64(0.9593745545349255)}, {'teamid': 1610612752, 'playerid': 200811, 'x': 11.734070000000003, 'y': 7.870090000000005, 'z': 0.0, 'speed': np.float64(3.82699331231455), 'dir_x': np.float64(0.9995444694640846), 'dir_y': np.float64(-0.030180350623570627)}, {'teamid': 1610612752, 'playerid': 2756, 'x': 23.19633, 'y': 10.619709999999998, 'z': 0.0, 'speed': np.float64(2.6846849209916708), 'dir_x': np.float64(0.6469101779580353), 'dir_y': np.float64(0.7625662080464247)}, {'teamid': 1610612752, 'playerid': 202682, 'x': 23.06988, 'y': 33.66999, 'z': 0.0, 'speed': np.float64(14.135483233692383), 'dir_x': np.float64(0.0900924276125621), 'dir_y': np.float64(0.995933408660878)}, {'teamid': 1610612752, 'playerid': 202338, 'x': 33.692840000000004, 'y': 19.380899999999997, 'z': 0.0, 'speed': np.float64(9.794377446397345), 'dir_x': np.float64(0.14783992223341236), 'dir_y': np.float64(0.989011302965754)}, {'teamid': 1610612752, 'playerid': 204038, 'x': 32.30066, 'y': 34.9872, 'z': 0.0, 'speed': np.float64(11.66096700803588), 'dir_x': np.float64(-0.30775749537125335), 'dir_y': np.float64(0.9514648306915042)}]",1610612752.0,False
474,5,1610612762.0,Withey Bad Pass Turnover (P3.T12),Grant STEAL (1 STL),right,4,209.57,10.51,turnover,0021500327,4.0,209.57,10.51,43.20686,93.37399,1.20516,2.9735431096589386,0.034722886533752995,0.999396978758073,"[{'teamid': 1610612762, 'playerid': 203481, 'x': 29.5728, 'y': 93.41822, 'z': 0.0, 'speed': np.float64(3.0277613223303996), 'dir_x': np.float64(0.9996659834700471), 'dir_y': np.float64(0.02584417715586028)}, {'teamid': 1610612762, 'playerid': 204060, 'x': 34.79497, 'y': 87.92451, 'z': 0.0, 'speed': np.float64(0.6371530918860975), 'dir_x': np.float64(-0.9102992787544295), 'dir_y': np.float64(0.4139507496057538)}, {'teamid': 1610612762, 'playerid': 203918, 'x': 31.32935, 'y': 61.39072, 'z': 0.0, 'speed': np.float64(2.313207783576657), 'dir_x': np.float64(-0.387989356759057), 'dir_y': np.float64(-0.9216638536048233)}, {'teamid': 1610612762, 'playerid': 203526, 'x': 47.015299999999996, 'y': 89.36631, 'z': 0.0, 'speed': np.float64(2.411387217453877), 'dir_x': np.float64(-0.8742892824264374), 'dir_y': np.float64(0.4854052437234947)}, {'teamid': 1610612762, 'playerid': 1626168, 'x': 35.04019, 'y': 85.93438, 'z': 0.0, 'speed': np.float64(3.3640481659006336), 'dir_x': np.float64(0.0505343537358728), 'dir_y': np.float64(-0.9987223233173961)}, {'teamid': 1610612752, 'playerid': 200811, 'x': 29.13561, 'y': 86.10513, 'z': 0.0, 'speed': np.float64(6.701512930861209), 'dir_x': np.float64(0.2190550126732909), 'dir_y': np.float64(-0.975712509616795)}, {'teamid': 1610612752, 'playerid': 2756, 'x': 27.89859, 'y': 77.28848, 'z': 0.0, 'speed': np.float64(2.552849351704537), 'dir_x': np.float64(0.27625993657990466), 'dir_y': np.float64(-0.9610829555459128)}, {'teamid': 1610612752, 'playerid': 203124, 'x': 27.06213, 'y': 89.32106, 'z': 0.0, 'speed': np.float64(4.615173588284683), 'dir_x': np.float64(-0.07692018365270514), 'dir_y': np.float64(-0.9970372537407186)}, {'teamid': 1610612752, 'playerid': 202682, 'x': 32.78255, 'y': 87.63686, 'z': 0.0, 'speed': np.float64(1.4944683419196354), 'dir_x': np.float64(-0.3394183642247721), 'dir_y': np.float64(0.9406355160352919)}, {'teamid': 1610612752, 'playerid': 1626170, 'x': 44.66066, 'y': 91.86122, 'z': 0.0, 'speed': np.float64(5.446219721054437), 'dir_x': np.float64(0.45113861097112834), 'dir_y': np.float64(0.8924538944343516)}]",1610612762.0,False
476,5,1610612762.0,Hood Lost Ball Turnover (P2.T13),Amundson STEAL (2 STL),right,4,197.85,22.62,turnover,0021500327,4.0,197.85,22.62,34.65807,16.76131,3.97289,2.8630832702700366,-0.22336060101375707,0.9747358831574702,"[{'teamid': 1610612762, 'playerid': 203481, 'x': 30.20032, 'y': 46.40633, 'z': 0.0, 'speed': np.float64(10.408247504983718), 'dir_x': np.float64(0.129392580197112), 'dir_y': np.float64(0.9915934450115802)}, {'teamid': 1610612762, 'playerid': 204060, 'x': 4.706440000000001, 'y': 49.60244, 'z': 0.0, 'speed': np.float64(11.706372778320322), 'dir_x': np.float64(-0.010314894484103734), 'dir_y': np.float64(0.9999468000607741)}, {'teamid': 1610612762, 'playerid': 203918, 'x': 15.218800000000002, 'y': 10.80499, 'z': 0.0, 'speed': np.float64(10.910219595635974), 'dir_x': np.float64(-0.28127298200554934), 'dir_y': np.float64(0.9596277974265366)}, {'teamid': 1610612762, 'playerid': 203526, 'x': 35.56121, 'y': 14.58029, 'z': 0.0, 'speed': np.float64(8.062567429950578), 'dir_x': np.float64(0.17562643814176687), 'dir_y': np.float64(0.9844568828677243)}, {'teamid': 1610612762, 'playerid': 1626168, 'x': 12.882739999999998, 'y': 17.93607, 'z': 0.0, 'speed': np.float64(8.727577760323891), 'dir_x': np.float64(0.3936945730372313), 'dir_y': np.float64(0.9192413084500893)}, {'teamid': 1610612752, 'playerid': 200811, 'x': 22.52083, 'y': 60.46399, 'z': 0.0, 'speed': np.float64(8.945093155607847), 'dir_x': np.float64(-0.18702991359583057), 'dir_y': np.float64(0.9823542189151203)}, {'teamid': 1610612752, 'playerid': 2756, 'x': 20.88025, 'y': 47.23596, 'z': 0.0, 'speed': np.float64(7.9175143550549025), 'dir_x': np.float64(0.20400973431374916), 'dir_y': np.float64(0.9789688597219185)}, {'teamid': 1610612752, 'playerid': 203124, 'x': 26.98535, 'y': 71.32138, 'z': 0.0, 'speed': np.float64(8.899523782905657), 'dir_x': np.float64(-0.34204077367003843), 'dir_y': np.float64(0.9396851116981696)}, {'teamid': 1610612752, 'playerid': 202682, 'x': 24.1059, 'y': 67.11557, 'z': 0.0, 'speed': np.float64(6.491391901010234), 'dir_x': np.float64(-0.5280069440063533), 'dir_y': np.float64(0.8492400526830278)}, {'teamid': 1610612752, 'playerid': 1626170, 'x': 36.37877, 'y': 47.99036, 'z': 0.0, 'speed': np.float64(3.7799967675252004), 'dir_x': np.float64(-0.06798947613072252), 'dir_y': np.float64(0.9976860383584958)}]",1610612762.0,True
512,5,1610612762.0,Neto Bad Pass Turnover (P1.T14),Amundson STEAL (3 STL),right,4,80.89,0.53,turnover,0021500327,4.0,80.89,0.53,26.75459,22.81183,0.3239,16.179587548822084,-0.6706907680591638,-0.7417370785124665,"[{'teamid': 1610612762, 'playerid': 203481, 'x': 17.456429999999997, 'y': 62.30215, 'z': 0.0, 'speed': np.float64(13.795428348279046), 'dir_x': np.float64(0.12310237544829675), 'dir_y': np.float64(-0.992393976784919)}, {'teamid': 1610612762, 'playerid': 203187, 'x': 22.29968, 'y': 20.11048, 'z': 0.0, 'speed': np.float64(16.38404634469155), 'dir_x': np.float64(0.2582542743704386), 'dir_y': np.float64(-0.9660769792151133)}, {'teamid': 1610612762, 'playerid': 204060, 'x': 36.33858, 'y': 32.64136, 'z': 0.0, 'speed': np.float64(16.454858131415268), 'dir_x': np.float64(-0.05297827505031005), 'dir_y': np.float64(-0.9985956651081027)}, {'teamid': 1610612762, 'playerid': 203526, 'x': 32.58766, 'y': 23.18557, 'z': 0.0, 'speed': np.float64(9.41235489263981), 'dir_x': np.float64(-0.4757842273352739), 'dir_y': np.float64(-0.8795620325019584)}, {'teamid': 1610612762, 'playerid': 1626168, 'x': 23.77159, 'y': 30.77328, 'z': 0.0, 'speed': np.float64(18.050965780949255), 'dir_x': np.float64(-0.008905340686518623), 'dir_y': np.float64(-0.999960346667435)}, {'teamid': 1610612752, 'playerid': 200811, 'x': 19.68347, 'y': 47.52151, 'z': 0.0, 'speed': np.float64(15.81147700248146), 'dir_x': np.float64(0.1108688327930949), 'dir_y': np.float64(-0.9938350476387401)}, {'teamid': 1610612752, 'playerid': 2756, 'x': 43.92705, 'y': 42.71483, 'z': 0.0, 'speed': np.float64(15.5974797082734), 'dir_x': np.float64(0.0659721967424091), 'dir_y': np.float64(-0.9978214616137402)}, {'teamid': 1610612752, 'playerid': 203124, 'x': 24.9271, 'y': 41.32563, 'z': 0.0, 'speed': np.float64(16.27876435920444), 'dir_x': np.float64(0.009690538945038709), 'dir_y': np.float64(-0.9999530456251207)}, {'teamid': 1610612752, 'playerid': 204038, 'x': 21.50866, 'y': 32.57332, 'z': 0.0, 'speed': np.float64(15.359446494747075), 'dir_x': np.float64(0.14494337414837077), 'dir_y': np.float64(-0.9894399518366364)}, {'teamid': 1610612752, 'playerid': 1626170, 'x': 27.65524, 'y': 22.44717, 'z': 0.0, 'speed': np.float64(14.847052114813883), 'dir_x': np.float64(-0.6241979841071069), 'dir_y': np.float64(-0.7812662008794593)}]",1610612762.0,False
